BuscoID	Status	Contig	Start	End	Strand	Score	Length	OrthoDBURL	Description	MeanX	MedX	ModeX	DensX	CN	CIsyst	CIrand	DensK	SelfK	HomPC
136033at3193	Complete	NC_057923.1	41011063	41091428	-	402.3	265	https://www.orthodb.org/v10?query=136033at3193	protein SMG9-like	43.7	42	36	41.73	0.79	0.24	0.22	NA	NA	NA
136193at3193	Complete	NC_057919.1	38347217	38394690	+	297.2	218	https://www.orthodb.org/v10?query=136193at3193	SWR1 complex subunit 2	51.95	51	51	51.23	0.97	0.27	0.27	NA	NA	NA
136227at3193	Complete	NC_057923.1	62617437	62621690	-	431.3	231	https://www.orthodb.org/v10?query=136227at3193	probable enoyl-CoA hydratase 1, peroxisomal	50.54	51	52	50.59	0.96	0.27	0.26	NA	NA	NA
136566at3193	Complete	NC_057916.1	25325861	25329802	-	211.2	218	https://www.orthodb.org/v10?query=136566at3193	Leucine-rich repeat	65.42	66	67	65.48	1.24	0.31	0.34	NA	NA	NA
137369at3193	Complete	NC_057918.1	26316201	26334235	+	418.4	248	https://www.orthodb.org/v10?query=137369at3193	Acyl-	51.89	52	55	51.96	0.99	0.27	0.27	NA	NA	NA
137468at3193	Complete	NC_057922.1	57368700	57373934	+	292.5	183	https://www.orthodb.org/v10?query=137468at3193	Tetratricopeptide repeat	56.95	59	60	57.1	1.09	0.29	0.3	NA	NA	NA
137492at3193	Complete	NC_057922.1	66921852	66952970	+	413.2	223	https://www.orthodb.org/v10?query=137492at3193	Sel1 repeat protein	45.51	44	42	44.84	0.85	0.25	0.23	NA	NA	NA
137523at3193	Complete	NC_057925.1	34319083	34395694	-	299.8	232	https://www.orthodb.org/v10?query=137523at3193	uncharacterized protein LOC109939303	48.48	46	43	46.1	0.88	0.26	0.24	NA	NA	NA
137698at3193	Complete	NC_057919.1	34007689	34014423	+	325.4	211	https://www.orthodb.org/v10?query=137698at3193	DHBP synthase RibB-like alpha/beta domain 	58.79	58	57	58.54	1.11	0.29	0.3	NA	NA	NA
137745at3193	Complete	NC_057920.1	13019664	13022085	-	262.4	193	https://www.orthodb.org/v10?query=137745at3193	Glycerol kinase	46.73	46	46	46.59	0.89	0.26	0.24	NA	NA	NA
137804at3193	Complete	NC_057924.1	46168991	46199057	-	351.7	234	https://www.orthodb.org/v10?query=137804at3193	Protein of unknown function DUF1365	56.3	55	60	56.05	1.07	0.28	0.29	NA	NA	NA
137897at3193	Complete	NC_057923.1	63397040	63398626	-	606.7	415	https://www.orthodb.org/v10?query=137897at3193	WD40-repeat-containing domain	66.96	66	66	66.92	1.27	0.31	0.35	NA	NA	NA
137933at3193	Complete	NC_057923.1	23366679	23371484	+	357.8	199	https://www.orthodb.org/v10?query=137933at3193	psbP domain-containing protein 5, chloroplastic	61.21	61	62	61.27	1.16	0.3	0.32	NA	NA	NA
138005at3193	Complete	NC_057919.1	22847172	22851112	+	344.6	214	https://www.orthodb.org/v10?query=138005at3193	carboxymethylenebutenolidase homolog	44.69	45	45	44.57	0.85	0.25	0.23	NA	NA	NA
138052at3193	Complete	NC_057917.1	68620677	68625664	-	375.7	256	https://www.orthodb.org/v10?query=138052at3193	ribosomal protein L11 methyltransferase	58	59	53	57.9	1.1	0.29	0.3	NA	NA	NA
138210at3193	Complete	NC_057921.1	58741597	58748216	+	328.5	206	https://www.orthodb.org/v10?query=138210at3193	spindle and kinetochore-associated protein 1 homolog	61.33	61	58	61.15	1.16	0.3	0.32	NA	NA	NA
138284at3193	Complete	NC_057926.1	54504568	54511306	+	427	239	https://www.orthodb.org/v10?query=138284at3193	phytanoyl-CoA dioxygenase	51.35	52	52	51.33	0.98	0.27	0.27	NA	NA	NA
138352at3193	Complete	NC_057918.1	30140875	30147607	-	329.5	303	https://www.orthodb.org/v10?query=138352at3193	protein saal1	52.92	53	54	52.92	1.01	0.28	0.27	NA	NA	NA
138397at3193	Complete	NC_057925.1	61124947	61142280	+	396.5	262	https://www.orthodb.org/v10?query=138397at3193	Cation efflux protein	66.87	66	66	66.28	1.26	0.31	0.34	NA	NA	NA
138402at3193	Complete	NC_057916.1	11987211	12100372	+	307.7	226	https://www.orthodb.org/v10?query=138402at3193	Integral membrane protein TerC	53.79	53	53	53.44	1.02	0.28	0.28	NA	NA	NA
138689at3193	Complete	NC_057924.1	6535801	6540203	-	364.4	180	https://www.orthodb.org/v10?query=138689at3193	uncharacterized protein LOC103696249	53.62	54	50	53.54	1.02	0.28	0.28	NA	NA	NA
138707at3193	Complete	NC_057917.1	68185472	68223476	-	318.5	213	https://www.orthodb.org/v10?query=138707at3193	Ribonuclease H superfamily	60.94	61	63	60.68	1.15	0.3	0.31	NA	NA	NA
138708at3193	Complete	NC_057923.1	64292329	64305657	+	423.4	242	https://www.orthodb.org/v10?query=138708at3193	tRNA pseudouridine synthase	39.59	40	38	39.53	0.75	0.24	0.2	NA	NA	NA
138855at3193	Complete	NC_057924.1	1788067	1792018	-	386.4	229	https://www.orthodb.org/v10?query=138855at3193	Cardiolipin synthase N-terminal	60.68	61	61	60.85	1.16	0.3	0.32	NA	NA	NA
138857at3193	Complete	NC_057920.1	69366317	69382859	+	274	211	https://www.orthodb.org/v10?query=138857at3193	DNA repair protein XRCC2 homolog isoform X1	42.32	44	47	43.07	0.82	0.25	0.22	NA	NA	NA
138872at3193	Complete	NC_057918.1	68630762	68656833	+	314.5	192	https://www.orthodb.org/v10?query=138872at3193	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	56.3	57	61	57.12	1.09	0.29	0.3	NA	NA	NA
138922at3193	Complete	NC_057922.1	26315532	26319065	+	611.1	316	https://www.orthodb.org/v10?query=138922at3193	probable sodium/metabolite cotransporter BASS3, chloroplastic	53.32	53	53	53.24	1.01	0.28	0.28	NA	NA	NA
139014at3193	Complete	NC_057923.1	62366946	62369128	-	397.7	251	https://www.orthodb.org/v10?query=139014at3193	Peroxidase	47.85	48	49	47.85	0.91	0.26	0.25	NA	NA	NA
139075at3193	Complete	NC_057922.1	57617378	57620385	-	418.8	262	https://www.orthodb.org/v10?query=139075at3193	Lung seven transmembrane receptor-like	57.44	57	57	57.57	1.09	0.29	0.3	NA	NA	NA
139085at3193	Complete	NC_057925.1	6949364	6957554	-	447	251	https://www.orthodb.org/v10?query=139085at3193	Chlorophyll a-b binding protein, chloroplastic	45.69	46	47	45.69	0.87	0.26	0.24	NA	NA	NA
139122at3193	Complete	NC_057918.1	58000812	58041295	-	386.2	219	https://www.orthodb.org/v10?query=139122at3193	Protein of unknown function DUF2358	63.95	64	64	64.03	1.22	0.3	0.33	NA	NA	NA
139380at3193	Complete	NC_057925.1	1022673	1024887	+	427.7	228	https://www.orthodb.org/v10?query=139380at3193	PDZ domain	50.47	51	51	50.5	0.96	0.27	0.26	NA	NA	NA
139431at3193	Complete	NC_057920.1	4051211	4054755	+	352.3	232	https://www.orthodb.org/v10?query=139431at3193	tRNA/rRNA methyltransferase, SpoU type	47.49	48	50	47.64	0.91	0.26	0.25	NA	NA	NA
139843at3193	Complete	NC_057920.1	68370274	68408079	-	238.6	225	https://www.orthodb.org/v10?query=139843at3193	Zinc finger, CCCH-type	42.8	42	43	41.64	0.79	0.24	0.22	NA	NA	NA
139971at3193	Complete	NC_057918.1	53959923	53960729	-	428.7	229	https://www.orthodb.org/v10?query=139971at3193	RHOMBOID-like protein 13	52.31	53	54	52.41	1	0.27	0.27	NA	NA	NA
140073at3193	Complete	NC_057917.1	53664859	53668143	+	488.4	283	https://www.orthodb.org/v10?query=140073at3193	WAT1-related protein At3g02690, chloroplastic	54.63	54	52	54.54	1.04	0.28	0.28	NA	NA	NA
140075at3193	Complete	NC_057925.1	20481277	20482692	-	370.6	316	https://www.orthodb.org/v10?query=140075at3193	protein UNUSUAL FLORAL ORGANS	46.85	47	46	46.84	0.89	0.26	0.24	NA	NA	NA
140146at3193	Complete	NC_057922.1	47979077	47993995	+	447.4	232	https://www.orthodb.org/v10?query=140146at3193	Alkaline phytoceramidase (APHC)	49.67	49	57	49.93	0.95	0.27	0.26	NA	NA	NA
140590at3193	Complete	NC_057922.1	61419858	61426910	+	347.2	264	https://www.orthodb.org/v10?query=140590at3193	E3 ubiquitin-protein ligase AIP2	54.91	55	55	54.85	1.04	0.28	0.28	NA	NA	NA
140645at3193	Complete	NC_057922.1	1820678	1869110	+	381.2	208	https://www.orthodb.org/v10?query=140645at3193	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	54.08	54	53	54.02	1.03	0.28	0.28	NA	NA	NA
141065at3193	Complete	NC_057925.1	15982172	16014733	-	214.5	143	https://www.orthodb.org/v10?query=141065at3193	CAP Gly-rich domain	52.55	55	43	53.56	1.02	0.28	0.28	NA	NA	NA
141280at3193	Complete	NC_057921.1	53298282	53299036	+	307.5	156	https://www.orthodb.org/v10?query=141280at3193	TLDc domain	62.25	63	63	62.29	1.18	0.3	0.32	NA	NA	NA
141377at3193	Complete	NC_057920.1	23299809	23310145	-	356.8	238	https://www.orthodb.org/v10?query=141377at3193	thiol-disulfide oxidoreductase LTO1	48.1	48	49	48.14	0.91	0.26	0.25	NA	NA	NA
141488at3193	Complete	NC_057925.1	17684461	17693142	+	354.2	208	https://www.orthodb.org/v10?query=141488at3193	F-box protein SKIP5	45.8	46	46	45.81	0.87	0.26	0.24	NA	NA	NA
141575at3193	Complete	NC_057920.1	22958875	22960023	-	406.6	259	https://www.orthodb.org/v10?query=141575at3193	Ankyrin repeat-containing domain	55.51	55	55	55.18	1.05	0.28	0.29	NA	NA	NA
141611at3193	Complete	NC_057918.1	4790087	4812015	+	282.7	175	https://www.orthodb.org/v10?query=141611at3193	CAAX amino terminal protease	66.88	67	67	66.68	1.27	0.31	0.35	NA	NA	NA
141660at3193	Complete	NC_057918.1	51287550	51319087	-	457.2	264	https://www.orthodb.org/v10?query=141660at3193	N-glycosylase/DNA lyase OGG1	45.55	47	50	46.24	0.88	0.26	0.24	NA	NA	NA
141872at3193	Complete	NC_057917.1	77349971	77350879	+	466.6	263	https://www.orthodb.org/v10?query=141872at3193	NADH dehydrogenase (Ubiquinone) complex I, assembly factor 6	51.4	51	51	51.39	0.98	0.27	0.27	NA	NA	NA
141951at3193	Complete	NW_025317430.1	61037	90406	+	376.6	207	https://www.orthodb.org/v10?query=141951at3193	GPI inositol-deacylase	46.82	46	44	45.66	0.87	0.26	0.24	NA	NA	NA
141984at3193	Complete	NC_057920.1	12835289	12839486	-	358.4	246	https://www.orthodb.org/v10?query=141984at3193	P-loop containing nucleoside triphosphate hydrolase	63.74	64	62	63.67	1.21	0.3	0.33	NA	NA	NA
143110at3193	Complete	NC_057917.1	54538542	54552702	+	462.4	222	https://www.orthodb.org/v10?query=143110at3193	ATP-dependent Clp protease proteolytic subunit	56.76	56	55	56.65	1.08	0.29	0.29	NA	NA	NA
143161at3193	Complete	NC_057919.1	9701552	9702469	+	442.2	222	https://www.orthodb.org/v10?query=143161at3193	thioredoxin-like protein CDSP32, chloroplastic	43.67	43	43	43.65	0.83	0.25	0.23	NA	NA	NA
143276at3193	Complete	NC_057923.1	3100169	3101321	-	348.1	213	https://www.orthodb.org/v10?query=143276at3193	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, peroxisomal	53.78	54	54	53.83	1.02	0.28	0.28	NA	NA	NA
143563at3193	Complete	NC_057921.1	2117291	2120040	-	392.8	253	https://www.orthodb.org/v10?query=143563at3193	Pantoate-beta-alanine ligase	50.7	51	51	50.75	0.96	0.27	0.26	NA	NA	NA
143643at3193	Complete	NC_057917.1	10750584	10763590	-	268	180	https://www.orthodb.org/v10?query=143643at3193	ATPase assembly factor ATP	54.23	54	55	54.25	1.03	0.28	0.28	NA	NA	NA
143653at3193	Complete	NC_057921.1	66628334	66632298	+	364.8	236	https://www.orthodb.org/v10?query=143653at3193	Cell division protein	56.26	56	56	56.1	1.07	0.28	0.29	NA	NA	NA
143712at3193	Complete	NC_057918.1	1286678	1287728	-	458.4	235	https://www.orthodb.org/v10?query=143712at3193	magnesium protoporphyrin IX methyltransferase, chloroplastic	48.26	48	48	48.28	0.92	0.26	0.25	NA	NA	NA
143745at3193	Complete	NC_057926.1	47008537	47018031	-	328.8	215	https://www.orthodb.org/v10?query=143745at3193	LOC101777100	47.58	48	43	47.65	0.91	0.26	0.25	NA	NA	NA
143770at3193	Complete	NC_057919.1	835676	881522	+	511.4	315	https://www.orthodb.org/v10?query=143770at3193	dual-specificity RNA methyltransferase RlmN	53.41	54	57	53.58	1.02	0.28	0.28	NA	NA	NA
143865at3193	Complete	NC_057919.1	2229898	2236747	-	346.3	258	https://www.orthodb.org/v10?query=143865at3193	NAD(P)-binding domain superfamily	41.82	41	41	41.71	0.79	0.24	0.22	NA	NA	NA
143942at3193	Complete	NC_057924.1	14961277	14974691	+	471.3	253	https://www.orthodb.org/v10?query=143942at3193	RNA-binding S4 domain	58.44	59	60	58.55	1.11	0.29	0.3	NA	NA	NA
143943at3193	Complete	NC_057917.1	81006300	81016136	-	433.1	304	https://www.orthodb.org/v10?query=143943at3193	U11/U12 small nuclear ribonucleoprotein 59 kDa protein	47.69	47	47	47.56	0.9	0.26	0.25	NA	NA	NA
144036at3193	Complete	NC_057919.1	57884118	57887436	-	458	264	https://www.orthodb.org/v10?query=144036at3193	protein ABCI12, chloroplastic	71.3	71	70	71.27	1.35	0.32	0.37	NA	NA	NA
144311at3193	Complete	NC_057921.1	16166392	16167843	+	234.6	208	https://www.orthodb.org/v10?query=144311at3193	phosphatidylinositol-glycan biosynthesis class X protein	43.38	43	43	43.38	0.82	0.25	0.22	NA	NA	NA
144429at3193	Complete	NC_057917.1	53875281	53889720	+	411.7	277	https://www.orthodb.org/v10?query=144429at3193	Hus1 protein	47.91	48	48	47.72	0.91	0.26	0.25	NA	NA	NA
144454at3193	Complete	NC_057918.1	13239521	13247680	+	371	208	https://www.orthodb.org/v10?query=144454at3193	tRNA (Guanosine(18)-2-O)-methyltransferase
144455at3193	Complete	NC_057922.1	3446494	3452881	-	489.6	275	https://www.orthodb.org/v10?query=144455at3193	CMP-sialic acid transporter 5
144523at3193	Complete	NC_057916.1	78629271	78636035	+	250.6	188	https://www.orthodb.org/v10?query=144523at3193	protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB2, chloroplastic isoform X1
144897at3193	Fragmented	NC_057926.1	1185770	1189190	-	283.3	159	https://www.orthodb.org/v10?query=144897at3193	tRNA (Guanine-N(7)-)-methyltransferase
144968at3193	Complete	NC_057916.1	5144651	5150806	+	380.9	220	https://www.orthodb.org/v10?query=144968at3193	haloacid dehalogenase-like hydrolase domain-containing protein At4g39970
144969at3193	Complete	NC_057918.1	52444029	52451881	-	396.6	222	https://www.orthodb.org/v10?query=144969at3193	Uncharacterised protein family UPF0454
145050at3193	Complete	NC_057923.1	64473679	64475700	+	434.7	395	https://www.orthodb.org/v10?query=145050at3193	DnaJ domain
145105at3193	Duplicated	NC_057922.1	10931513	10939954	+	298.1	200	https://www.orthodb.org/v10?query=145105at3193	protein OS-9 homolog
145105at3193	Duplicated	NC_057917.1	62812629	62820757	+	304.6	200	https://www.orthodb.org/v10?query=145105at3193	protein OS-9 homolog
145172at3193	Complete	NC_057916.1	58845037	58850721	-	386.8	247	https://www.orthodb.org/v10?query=145172at3193	Transmembrane protein
145718at3193	Complete	NC_057926.1	5707646	5768462	+	298.0	212	https://www.orthodb.org/v10?query=145718at3193	uncharacterized protein LOC110604555
145760at3193	Complete	NC_057919.1	2462076	2463314	-	460.3	275	https://www.orthodb.org/v10?query=145760at3193	rRNA adenine N(6)-methyltransferase
145776at3193	Complete	NC_057917.1	53372289	53388622	+	392.4	225	https://www.orthodb.org/v10?query=145776at3193	Ribosomal RNA small subunit methyltransferase J
145857at3193	Complete	NC_057916.1	24247156	24270758	+	365.0	223	https://www.orthodb.org/v10?query=145857at3193	hydroxyacylglutathione hydrolase cytoplasmic
146234at3193	Complete	NC_057918.1	4865329	4913579	+	443.4	237	https://www.orthodb.org/v10?query=146234at3193	haloacid dehalogenase-like hydrolase domain-containing protein At3g48420
146304at3193	Complete	NC_057921.1	43179054	43186786	-	263.1	203	https://www.orthodb.org/v10?query=146304at3193	UPF0415 protein C7orf25 homolog
146337at3193	Complete	NC_057926.1	36317166	36355267	-	298.0	231	https://www.orthodb.org/v10?query=146337at3193	Protein of unknown function DUF4504
146428at3193	Complete	NC_057917.1	14116888	14123200	-	299.8	178	https://www.orthodb.org/v10?query=146428at3193	Ribosome recycling factor
146440at3193	Complete	NC_057926.1	56319508	56325296	-	308.9	205	https://www.orthodb.org/v10?query=146440at3193	pre-mRNA-splicing factor SPF27 homolog
147098at3193	Duplicated	NC_057918.1	1907546	1909504	-	215.9	166	https://www.orthodb.org/v10?query=147098at3193	probable inactive shikimate kinase like 1, chloroplastic
147098at3193	Duplicated	NC_057923.1	2914189	2917188	-	230.9	163	https://www.orthodb.org/v10?query=147098at3193	probable inactive shikimate kinase like 1, chloroplastic
147120at3193	Complete	NC_057919.1	16662786	16675244	+	402.9	422	https://www.orthodb.org/v10?query=147120at3193	Protein Lines
147167at3193	Complete	NC_057923.1	13825872	13833009	+	386.7	203	https://www.orthodb.org/v10?query=147167at3193	ribosomal RNA-processing protein 8
147320at3193	Complete	NC_057918.1	11599909	11608294	+	479.7	290	https://www.orthodb.org/v10?query=147320at3193	protein HGH1 homolog
147386at3193	Complete	NC_057924.1	7688534	7695185	+	342.3	203	https://www.orthodb.org/v10?query=147386at3193	UDP-3-O-
147523at3193	Complete	NC_057925.1	51628551	51648339	+	348.9	209	https://www.orthodb.org/v10?query=147523at3193	serine/threonine-protein kinase 19 isoform X1
147546at3193	Complete	NC_057924.1	46803578	46809843	-	384.5	262	https://www.orthodb.org/v10?query=147546at3193	WD40 repeat
147634at3193	Complete	NC_057917.1	74813478	74854614	-	440.9	258	https://www.orthodb.org/v10?query=147634at3193	probable sodium/metabolite cotransporter BASS1, chloroplastic
147649at3193	Complete	NC_057924.1	13805356	13823627	+	438.5	280	https://www.orthodb.org/v10?query=147649at3193	Ribosome biogenesis protein NOP53
147792at3193	Complete	NC_057917.1	73204073	73206305	+	357.6	208	https://www.orthodb.org/v10?query=147792at3193	protein PARTING DANCERS
147806at3193	Complete	NW_025317443.1	28374	70971	+	358.7	255	https://www.orthodb.org/v10?query=147806at3193	putative methyltransferase C9orf114
147820at3193	Complete	NC_057926.1	7954025	7955582	-	483.6	247	https://www.orthodb.org/v10?query=147820at3193	Nuclear protein
147832at3193	Complete	NC_057924.1	15238897	15264532	-	269.9	173	https://www.orthodb.org/v10?query=147832at3193	Prefoldin
148068at3193	Complete	NC_057920.1	46281558	46315922	+	396.6	188	https://www.orthodb.org/v10?query=148068at3193	Zinc finger, RING-CH-type
148097at3193	Complete	NC_057919.1	56557172	56578416	-	328.9	244	https://www.orthodb.org/v10?query=148097at3193	Phosphoribosylformylglycinamidine synthase
148346at3193	Complete	NC_057916.1	82318345	82319352	-	387.4	247	https://www.orthodb.org/v10?query=148346at3193	Ornithine cyclodeaminase/mu-crystallin
148523at3193	Complete	NC_057922.1	20752380	20758392	+	400.2	270	https://www.orthodb.org/v10?query=148523at3193	YaeB-like, N-terminal domain
148721at3193	Complete	NC_057926.1	14450701	14490434	+	343.4	251	https://www.orthodb.org/v10?query=148721at3193	Calcineurin-like metallo-phosphoesterase superfamily protein
148729at3193	Complete	NC_057924.1	6616919	6625345	-	324.0	198	https://www.orthodb.org/v10?query=148729at3193	cardiolipin synthase (CMP-forming), mitochondrial
148840at3193	Complete	NC_057923.1	16640071	16696707	+	305.9	219	https://www.orthodb.org/v10?query=148840at3193	Transmembrane protein
148895at3193	Complete	NC_057918.1	9584373	9590037	-	390.9	230	https://www.orthodb.org/v10?query=148895at3193	protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB4, chloroplastic
149386at3193	Complete	NC_057919.1	59648492	59689304	+	393.3	214	https://www.orthodb.org/v10?query=149386at3193	Tim44-like domain
149515at3193	Duplicated	NC_057925.1	6204106	6205826	+	464.2	267	https://www.orthodb.org/v10?query=149515at3193	Tetrapyrrole methylase
149515at3193	Duplicated	NC_057925.1	60115380	60117066	+	471.0	260	https://www.orthodb.org/v10?query=149515at3193	Tetrapyrrole methylase
149671at3193	Complete	NC_057916.1	74968295	74994596	-	389.4	221	https://www.orthodb.org/v10?query=149671at3193	nudix hydrolase 14, chloroplastic
150034at3193	Duplicated	NC_057924.1	15940370	15948850	+	337.1	204	https://www.orthodb.org/v10?query=150034at3193	exosome complex exonuclease RRP46 homolog
150034at3193	Duplicated	NC_057916.1	17944027	17949113	-	337.7	204	https://www.orthodb.org/v10?query=150034at3193	exosome complex exonuclease RRP46 homolog
150284at3193	Complete	NC_057925.1	55001269	55004429	-	375.5	190	https://www.orthodb.org/v10?query=150284at3193	thioredoxin-like protein HCF164, chloroplastic
150459at3193	Complete	NC_057921.1	38276385	38354544	-	461.1	288	https://www.orthodb.org/v10?query=150459at3193	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
150475at3193	Complete	NC_057917.1	25072665	25079720	-	349.5	224	https://www.orthodb.org/v10?query=150475at3193	heme-binding-like protein At3g10130, chloroplastic
150648at3193	Complete	NC_057916.1	14714397	14729806	-	322.5	195	https://www.orthodb.org/v10?query=150648at3193	Lysine methyltransferase
150672at3193	Complete	NC_057921.1	54317530	54330050	-	425.3	243	https://www.orthodb.org/v10?query=150672at3193	DNA excision repair protein ERCC-1
150694at3193	Complete	NC_057923.1	16495623	16499358	-	386.1	236	https://www.orthodb.org/v10?query=150694at3193	Origin recognition complex subunit 6
150771at3193	Complete	NC_057923.1	4065221	4072614	+	259.4	177	https://www.orthodb.org/v10?query=150771at3193	zinc finger protein 511
150871at3193	Complete	NC_057920.1	53149592	53218669	+	349.8	206	https://www.orthodb.org/v10?query=150871at3193	RHOMBOID-like protein 10, chloroplastic
150913at3193	Complete	NC_057916.1	15489130	15490107	-	345.1	190	https://www.orthodb.org/v10?query=150913at3193	bifunctional monothiol glutaredoxin-S16, chloroplastic
151358at3193	Complete	NC_057920.1	25901524	25908155	+	280.1	226	https://www.orthodb.org/v10?query=151358at3193	Proteasomal ubiquitin receptor Rpn13/ADRM1
151476at3193	Complete	NC_057926.1	50313694	50339381	-	327.0	153	https://www.orthodb.org/v10?query=151476at3193	cytochrome c oxidase assembly protein COX11, mitochondrial
151491at3193	Complete	NC_057924.1	55410185	55423040	-	470.2	265	https://www.orthodb.org/v10?query=151491at3193	gamma-soluble NSF attachment protein
151579at3193	Complete	NC_057925.1	139825	197528	+	528.8	334	https://www.orthodb.org/v10?query=151579at3193	U11/U12 small nuclear ribonucleoprotein 65 kDa protein
151619at3193	Missing
151650at3193	Complete	NC_057916.1	37867257	37878120	+	235.2	194	https://www.orthodb.org/v10?query=151650at3193	Zinc finger, RING-type
151831at3193	Complete	NC_057920.1	33836149	33869942	+	387.1	200	https://www.orthodb.org/v10?query=151831at3193	Ribosomal protein S5 domain 2-type fold
151948at3193	Complete	NC_057926.1	17378629	17440858	-	283.4	217	https://www.orthodb.org/v10?query=151948at3193	uncharacterized protein C23H3.12c
152030at3193	Duplicated	NC_057917.1	23207006	23308297	-	251.1	179	https://www.orthodb.org/v10?query=152030at3193	protein GUCD1
152030at3193	Duplicated	NC_057916.1	21045579	21066088	+	295.4	184	https://www.orthodb.org/v10?query=152030at3193	protein GUCD1
152036at3193	Complete	NC_057917.1	71348051	71352881	+	284.0	239	https://www.orthodb.org/v10?query=152036at3193	methyltransferase-like protein 22
152129at3193	Complete	NC_057918.1	21967467	21968285	+	430.0	217	https://www.orthodb.org/v10?query=152129at3193	tRNA (guanine-N(7)-)-methyltransferase
152143at3193	Complete	NC_057922.1	2097270	2178083	+	360.8	220	https://www.orthodb.org/v10?query=152143at3193	Protein of unknown function DUF901
152399at3193	Complete	NC_057919.1	21009859	21013292	+	508.2	329	https://www.orthodb.org/v10?query=152399at3193	lecithin-cholesterol acyltransferase-like 1
152646at3193	Complete	NC_057924.1	16862060	16888580	-	195.9	204	https://www.orthodb.org/v10?query=152646at3193	Myosin heavy chain-like protein
152725at3193	Complete	NC_057920.1	12824988	12830845	+	291.4	151	https://www.orthodb.org/v10?query=152725at3193	protein MULTIPLE CHLOROPLAST DIVISION SITE 1
152910at3193	Complete	NC_057925.1	575580	584282	+	274.3	194	https://www.orthodb.org/v10?query=152910at3193	alpha-ketoglutarate-dependent dioxygenase alkB homolog 6
152960at3193	Complete	NC_057923.1	58042720	58045392	-	449.7	276	https://www.orthodb.org/v10?query=152960at3193	ADP-glucose phosphorylase
153132at3193	Complete	NC_057918.1	9068467	9085055	-	330.0	199	https://www.orthodb.org/v10?query=153132at3193	putative DNA glycosylase At3g47830
153139at3193	Duplicated	NC_057916.1	80816265	80817043	-	310.5	192	https://www.orthodb.org/v10?query=153139at3193	Ribosomal protein L3
153139at3193	Duplicated	NC_057922.1	21910101	21910901	+	322.0	192	https://www.orthodb.org/v10?query=153139at3193	Ribosomal protein L3
153139at3193	Duplicated	NC_057918.1	45762713	45763469	+	329.5	192	https://www.orthodb.org/v10?query=153139at3193	Ribosomal protein L3
153139at3193	Duplicated	NC_057922.1	10014870	10015839	-	342.8	192	https://www.orthodb.org/v10?query=153139at3193	Ribosomal protein L3
153139at3193	Duplicated	NC_057916.1	10145482	10146422	+	347.2	192	https://www.orthodb.org/v10?query=153139at3193	Ribosomal protein L3
153174at3193	Complete	NC_057916.1	415962	422902	-	282.5	161	https://www.orthodb.org/v10?query=153174at3193	ABC transporter I family member 10, chloroplastic
153426at3193	Complete	NC_057926.1	41009347	41027080	+	338.3	264	https://www.orthodb.org/v10?query=153426at3193	Man1-Src1p-C-terminal domain
153433at3193	Complete	NC_057925.1	61390693	61393230	+	361.4	185	https://www.orthodb.org/v10?query=153433at3193	DNA-3-methyladenine glycosylase
153434at3193	Complete	NC_057916.1	66423024	66452850	+	296.7	223	https://www.orthodb.org/v10?query=153434at3193	Zinc finger, RING/FYVE/PHD-type
153606at3193	Complete	NC_057920.1	16583297	16627650	+	290.2	388	https://www.orthodb.org/v10?query=153606at3193	Translation initiation factor 3
153660at3193	Complete	NC_057918.1	6670155	6672542	+	427.9	239	https://www.orthodb.org/v10?query=153660at3193	uncharacterized protein LOC109021991
153829at3193	Duplicated	NC_057917.1	79103380	79108672	-	375.1	222	https://www.orthodb.org/v10?query=153829at3193	Short-chain dehydrogenase/reductase family protein
153829at3193	Duplicated	NC_057924.1	54103111	54112042	+	376.5	222	https://www.orthodb.org/v10?query=153829at3193	Short-chain dehydrogenase/reductase family protein
153973at3193	Complete	NC_057924.1	6358959	6361891	+	410.4	307	https://www.orthodb.org/v10?query=153973at3193	Tetraacyldisaccharide 4-kinase	60.83	61	61	60.83	1.16	0.3	0.32	NA	NA	NA
154063at3193	Complete	NC_057926.1	38278346	38286235	+	429.7	475	https://www.orthodb.org/v10?query=154063at3193	RBM34, RNA recognition motif 1	62.32	62	61	62.24	1.18	0.3	0.32	NA	NA	NA
154116at3193	Complete	NC_057918.1	9181977	9186767	+	318.4	198	https://www.orthodb.org/v10?query=154116at3193	Ribosomal RNA small subunit methyltransferase G	61.63	62	63	61.81	1.17	0.3	0.32	NA	NA	NA
154272at3193	Complete	NC_057916.1	6801569	6819287	-	476.5	328	https://www.orthodb.org/v10?query=154272at3193	MICOS complex subunit MIC60	49.95	49	48	49.69	0.94	0.27	0.26	NA	NA	NA
154673at3193	Complete	NC_057921.1	61665208	61672219	+	298	171	https://www.orthodb.org/v10?query=154673at3193	cysteine and histidine-rich domain-containing protein RAR1	50.04	50	50	49.64	0.94	0.27	0.26	NA	NA	NA
